NUTS_ID;CNTR_CODE;NAME_LATIN;NUTS_NAME
FI2;FI;Åland;Åland
FI1;FI;Manner-Suomi;Manner-Suomi
FRY;FR;RUP FR — Régions Ultrapériphériques Françaises;RUP FR — Régions Ultrapériphériques Françaises
FRH;FR;Bretagne;Bretagne
FRB;FR;Centre — Val de Loire;Centre — Val de Loire
FRC;FR;Bourgogne-Franche-Comté;Bourgogne-Franche-Comté
FRE;FR;Hauts-de-France;Hauts-de-France
FRK;FR;Auvergne-Rhône-Alpes;Auvergne-Rhône-Alpes
FRI;FR;Nouvelle-Aquitaine;Nouvelle-Aquitaine
FRL;FR;Provence-Alpes-Côte d’Azur;Provence-Alpes-Côte d’Azur
FRF;FR;Grand Est;Grand Est
FRM;FR;Corse;Corse
FR1;FR;Ile-de-France;Ile-de-France
FRJ;FR;Occitanie;Occitanie
FRD;FR;Normandie;Normandie
FRG;FR;Pays de la Loire;Pays de la Loire
HR0;HR;Hrvatska;Hrvatska
HU1;HU;Közép-Magyarország;Közép-Magyarország
HU3;HU;Alföld és Észak;Alföld és Észak
HU2;HU;Dunántúl;Dunántúl
IE0;IE;Ireland;Ireland
IS0;IS;Ísland;Ísland
ITI;IT;Centro (IT);Centro (IT)
ITH;IT;Nord-Est;Nord-Est
ITC;IT;Nord-Ovest;Nord-Ovest
ITF;IT;Sud;Sud
ITG;IT;Isole;Isole
LI0;LI;Liechtenstein;Liechtenstein
LT0;LT;Lietuva;Lietuva
LU0;LU;Luxembourg;Luxembourg
LV0;LV;Latvija;Latvija
ME0;ME;Crna Gora;Црна Гора
MK0;MK;Severna Makedonija;Северна Македонија
MT0;MT;Malta;Malta
NL4;NL;Zuid-Nederland;Zuid-Nederland
NL3;NL;West-Nederland;West-Nederland
NL2;NL;Oost-Nederland;Oost-Nederland
NL1;NL;Noord-Nederland;Noord-Nederland
NO0;NO;Norge;Norge
PL2;PL;Makroregion południowy;Makroregion południowy
PL7;PL;Makroregion centralny;Makroregion centralny
PL6;PL;Makroregion północny;Makroregion północny
PL8;PL;Makroregion wschodni;Makroregion wschodni
PL5;PL;Makroregion południowo-zachodni;Makroregion południowo-zachodni
PL4;PL;Makroregion północno-zachodni;Makroregion północno-zachodni
PL9;PL;Makroregion województwo mazowieckie;Makroregion województwo mazowieckie
PT3;PT;Região Autónoma da Madeira;Região Autónoma da Madeira
PT2;PT;Região Autónoma dos Açores;Região Autónoma dos Açores
PT1;PT;Continente;Continente
RO3;RO;Macroregiunea Trei;Macroregiunea Trei
RO1;RO;Macroregiunea Unu;Macroregiunea Unu
RO2;RO;Macroregiunea Doi;Macroregiunea Doi
RO4;RO;Macroregiunea Patru;Macroregiunea Patru
RS1;RS;Serbia - sever;Србија - север
RS2;RS;Serbia - jug;Србија - југ
SE1;SE;Östra Sverige;Östra Sverige
SE3;SE;Norra Sverige;Norra Sverige
SE2;SE;Södra Sverige;Södra Sverige
SI0;SI;Slovenija;Slovenija
SK0;SK;Slovensko;Slovensko
TRB;TR;Ortadoğu Anadolu;Ortadoğu Anadolu
TRA;TR;Kuzeydoğu Anadolu;Kuzeydoğu Anadolu
TR9;TR;Doğu Karadeniz;Doğu Karadeniz
TRC;TR;Güneydoğu Anadolu;Güneydoğu Anadolu
TR1;TR;İstanbul;İstanbul
TR4;TR;Doğu Marmara;Doğu Marmara
TR5;TR;Batı Anadolu;Batı Anadolu
TR7;TR;Orta Anadolu;Orta Anadolu
TR2;TR;Batı Marmara;Batı Marmara
TR3;TR;Ege;Ege
TR6;TR;Akdeniz;Akdeniz
TR8;TR;Batı Karadeniz;Batı Karadeniz
XK0;XK;Kosovo;Kosovo
