Variable,Description
LANG,Treatment in language other than English (Q.A17)
LANGPROV,Who provides treatment services in a language other than English (Q.A17a)
LANG16,Staff provides treatment in Spanish (Q.A17a1)
LANG_B,Staff provides treatment in any other languages (Q.A17a2)
LANG1,Treatment in Hopi (Q.A17b)
LANG2,Treatment in Lakota (Q.A17b)
LANG3,Treatment in Navajo (Q.A17b)
LANG21,Treatment in Ojibwa (Q.A17b)
LANG4,Treatment in Yupik (Q.A17b)
LANG5,Treatment in other American Indian/Alaska Native language (Q.A17b)
LANG6,Treatment in Arabic (Q.A17b)
LANG7,Treatment in any Chinese language (Q.A17b)
LANG8,Treatment in Creole (Q.A17b)
LANG24,Treatment in Farsi (Q.A17b)
LANG9,Treatment in French (Q.A17b)
LANG10,Treatment in German (Q.A17b)
LANG22,Treatment in Greek (Q.A17b)
LANG25,Treatment in Hebrew (Q.A17b)
LANG26,Treatment in Hindi (Q.A17b)
LANG11,Treatment in Hmong (Q.A17b)
LANG19,Treatment in Italian (Q.A17b)
LANG23,Treatment in Japanese (Q.A17b)
LANG12,Treatment in Korean (Q.A17b)
LANG13,Treatment in Polish (Q.A17b)
LANG14,Treatment in Portuguese (Q.A17b)
LANG15,Treatment in Russian (Q.A17b)
LANG20,Treatment in Tagalog (Q.A17b)
LANG17,Treatment in Vietnamese (Q.A17b)
LANG18,Treatment in other language (Q.A17b)
SMOKINGPOLICY,Smoking policy (Q.A19)
FEESCALE,Sliding fee scale (Q.A22)
PAYASST,Offer treatment at no charge (Q.A23)
REVCHK1,Accepts cash or self-payment (Q.A24)
REVCHK2,Private health insurance (Q.A24)
REVCHK8,Medicare (Q.A24)
REVCHK5,Medicaid (Q.A24)
REVCHK10,Accepts state-financed health insurance plan other than Medicaid (Q.A24)
FUNDSMHA,State mental health agency (or equivalent) funds (Q.A24)
FUNDSTATEWELFARE,State welfare or child and family services agency funds (Q.A24)
FUNDSTATEJUV,State corrections or juvenile agency funds (Q.A24)
FUNDSTATEEDUC,State education agency funds (Q.A24)
FUNDOTHSTATE,Other state government funds (Q.A24)
FUNDLOCALGOV,County or local governemnt funds (Q.A24)
FUNDCSBG,Community Service Block Grants (Q.A24)
FUNDCMHG,Community Mental Health Block Grants (Q.A24)
REVCHK15,Federal military insurance (such as TRICARE) (Q.A24)
FUNDVA,United States Department of Veterans Affairs funds (Q.A24)
REVCHK17,IHS/Tribal/Urban (ITU) funds (Q.A24)
REVCHK2A,Other (Q.A24)
LICENMH,State mental health authority (Q.A25)
LICENSED,State substance abuse agency (Q.A25)
LICENPH,State department of health (Q.A25)
LICENSEDFCS,State or local Department of Family and Children's Services (Q.A25)
LICENHOS,Hospital licensing authority (Q.A25)
JCAHO,The Joint Commission (JC) (Q.A25)
CARF,Commission on Accreditation of Rehabilitation Facilities (CARF) (Q.A25)
COA,Council on Accreditation (COA) (Q.A25)
CMS,Centers for Medicare and Medicaid Services (CMS) (Q.A25)
OTHSTATE,"Other national organization, or federal, state, or local agency (Q.A25)"
