Variable,Description
CHCSCNCR , '(EVER TOLD) YOU HAD SKIN CANCER?'
CHECKUP1 , 'LENGTH OF TIME SINCE LAST ROUTINE CHECKUP'
CHILDREN , 'NUMBER OF CHILDREN IN HOUSEHOLD'
CHKHEMO3 , 'TIMES CHECKED FOR GLYCOSYLATED HEMOGLOBIN'
CHOLCHK1 , 'HOW LONG SINCE CHOLESTEROL CHECKED'
CHOLMED1 , 'CURRENTLY TAKING MEDICINE FOR HIGH CHOLESTEROL'
CIMEMLOS , 'HAVE YOU EXPERIENCED CONFUSION OR MEMORY LOSS THAT IS HAPPENING MORE OFTEN OR IS GETTING WORSE?'
CNCRAGE , 'AGE TOLD HAD CANCER'
CNCRDIFF , 'HOW MANY TYPES OF CANCER?'
CNCRTYP1 , 'TYPE OF CANCER'
COLGHOUS , 'DO YOU LIVE IN COLLEGE HOUSING?'
COPDBRTH , 'DID YOU HAVE SHORTNESS OF BREATH?'
COPDBTST , 'HAVE YOU EVER BEEN GIVEN A BREATHING TEST?'
COPDCOGH , 'DID YOU HAVE A COUGH?'
COPDFLEM , 'DID YOU COUGH UP PHLEGM?'
COPDSMOK , 'HOW MANY YEARS HAVE YOU SMOKED TOBACCO PRODUCTS?'
CPDEMO1A , 'DO YOU HAVE A CELL PHONE FOR PERSONAL USE?'
CRGVEXPT , 'DO YOU EXPECT TO HAVE A RELATIVE YOU WILL NEED TO PROVIDE CARE FOR?'
CRGVHOUS , 'MANAGED HOUSEHOLD TASKS'
CRGVHRS1 , 'HOW MANY HOURS DO YOU PROVIDE CARE FOR PERSON?'
CRGVLNG1 , 'HOW LONG PROVIDED CARE FOR PERSON.'
CRGVMST2 , 'WHICH SUPPORT DO YOU MOST NEED THAT YOU ARE NOT GETTING?'
CRGVPERS , 'MANAGED PERSONAL CARE'
CRGVPRB2 ," 'WHAT IS THE MAJOR HEALTH PROBLEM, ILLNESS, DISABILITY FOR CARE FOR PERSON?'"
CRGVREL2 , 'RELATIONSHIP OF PERSON TO WHOM YOU ARE GIVING CARE?'
CSRVCLIN , 'PARTICIPATE IN CLINICAL TRIAL AS PART OF CANCER TREATMENT?'
CSRVCTL1 , 'IS PAIN UNDER CONTROL?'
CSRVDEIN , 'EVER DENIED INSURANCE COVERAGE BECAUSE OF YOUR CANCER?'
CSRVDOC1 , 'WHAT TYPE OF DOCTOR PROVIDES MAJORITY OF YOUR CARE'
CSRVINSR , 'DID HEALTH INSURANCE PAY FOR ALL OF YOUR CANCER TREATMENT'
CSRVINST , 'INSTRUCTIONS WRITTEN OR PRINTED'
CSRVPAIN , 'CURRENTLY HAVE PHYSICAL PAIN FROM CANCER OR TREATMENT?'
CSRVRTRN , 'EVER RECEIVE INSTRUCTIONS FROM A DOCTOR FOR FOLLOW-UP CHECK-UPS'
CSRVSUM , 'DID YOU RECEIVE A SUMMARY OF CANCER TREATMENTS RECEIVED'
CSRVTRT2 , 'CURRENTLY RECEIVING TREATMENT FOR CANCER'
CSTATE1 , 'DO YOU CURRENTLY LIVE IN  ____(STATE)____?'
CTELENM1 , 'CORRECT TELEPHONE NUMBER?'
CTELNUM1 , 'CORRECT PHONE NUMBER?'
CVDASPRN , 'TAKE ASPIRIN DAILY OR EVERY OTHER DAY'
CVDCRHD4 , 'EVER DIAGNOSED WITH ANGINA OR CORONARY HEART DISEASE'
CVDINFR4 , 'EVER DIAGNOSED WITH HEART ATTACK'
CVDSTRK3 , 'EVER DIAGNOSED WITH A STROKE'
DEAF , 'ARE YOU DEAF OR DO YOU HAVE SERIOUS DIFFICULTY HEARING?'
DECIDE , 'DIFFICULTY CONCENTRATING OR REMEMBERING'
DELAYMED , 'DELAYED GETTING MEDICAL CARE'
DIABAGE2 , 'AGE WHEN TOLD DIABETIC'
DIABEDU , 'EVER TAKEN CLASS IN MANAGING DIABETES'
DIABETE3 , '(EVER TOLD) YOU HAVE DIABETES'
DIABEYE , 'EVER TOLD DIABETES HAS AFFECTED EYES'
DIFFALON , 'DIFFICULTY DOING ERRANDS ALONE'
DIFFDRES , 'DIFFICULTY DRESSING OR BATHING'
DIFFWALK , 'DIFFICULTY WALKING OR CLIMBING STAIRS'
DISPCODE , 'FINAL DISPOSITION'
DLYOTHER , 'DELAYED GETTING MEDICAL CARE OTHER RESPONSE'
DOCTDIAB , 'TIMES SEEN HEALTH PROFESSIONAL FOR DIABETES'
DRADVISE , 'DOCTOR ADVISED REDUCED SODIUM/SALT INTAKE'
DRNK3GE5 , 'BINGE DRINKING'
DRNKANY5 , 'DRINK ANY ALCOHOLIC BEVERAGES IN PAST 30 DAYS'
DROCDY3_ , 'COMPUTED DRINK-OCCASIONS-PER-DAY'
DRVISITS , 'DOCTOR VISITS PAST 12 MONTHS'
ECIGARET , 'HAVE YOU EVER USED AN E-CIGARETTE OR OTHER ELECTRONIC “VAPING” PRODUCT?'
ECIGNOW ," 'DO YOU NOW USE E-CIGARETTES, EVERY DAY, SOME DAYS, OR NOT AT ALL?'"
EDUCA , 'EDUCATION LEVEL'
EMPLOY1 , 'EMPLOYMENT STATUS'
EMTSUPRT , 'HOW OFTEN GET EMOTIONAL SUPPORT NEEDED'
EXERANY2 , 'EXERCISE IN PAST 30 DAYS'
EXERHMM1 ," 'MINUTES OR HOURS WALKING, RUNNING, JOGGING, OR SWIMMING'"
EXERHMM2 ," 'MINUTES OR HOURS WALKING, RUNNING, JOGGING, OR SWIMMING'"
EXEROFT1 ," 'HOW MANY TIMES WALKING, RUNNING, JOGGING, OR SWIMMING'"
EXEROFT2 ," 'HOW MANY TIMES WALKING, RUNNING, JOGGING, OR SWIMMING'"
EXRACT11 , 'TYPE OF PHYSICAL ACTIVITY'
EXRACT21 , 'OTHER TYPE OF PHYSICAL ACTIVITY GIVING MOST EXERCISE DURING PAST MONTH'
EYEEXAM , 'LAST EYE EXAM WHERE PUPILS WERE DILATED'
FC60_ , 'ESTIMATED FUNCTIONAL CAPACITY'
FEETCHK , 'TIMES FEET CHECK FOR SORES/IRRITATIONS'
FEETCHK2 , 'HOW OFTEN CHECK FEET FOR SORES OR IRRITATIONS'
FIREARM4 , 'ANY FIREARMS IN HOME'
FLSHTMY2 , 'WHEN RECEIVED MOST RECENT SEASONAL FLU SHOT/SPRAY'
FLUSHOT6 , 'ADULT FLU SHOT/SPRAY PAST 12 MOS'
FMONTH , 'FILE MONTH'
FRENCHF1 , 'HOW OFTEN DO YOU EAT FRENCH FRIES OR FRIED POTATOES?'
FRNCHDA_ , 'FRENCH FRY INTAKE IN TIMES PER DAY'
FRUIT2 , 'HOW MANY TIMES DID YOU EAT FRUIT?'
FRUITJU2 , 'HOW MANY TIMES DID YOU DRINK 100 PERCENT PURE FRUIT JUICES?'
FRUTDA2_ , 'COMPUTED FRUIT INTAKE IN TIMES PER DAY'
FTJUDA2_ , 'COMPUTED FRUIT JUICE INTAKE IN TIMES PER DAY'
FVGREEN1 , 'HOW MANY TIMES DID YOU EAT DARK GREEN VEGETABLES?'
GENHLTH , 'GENERAL HEALTH'
GRENDA1_ , 'COMPUTED DARK GREEN VEGETABLE INTAKE IN TIMES PER DAY'
GUNLOAD , 'ANY FIREARMS LOADED'
HAREHAB1 , 'OUTPATIENT REHAB AFTER HEART ATTACK HOSP STAY'
HAVARTH3 , 'TOLD HAVE ARTHRITIS'
HEIGHT3 , 'REPORTED HEIGHT IN FEET AND INCHES'
HHADULT , 'NUMBER OF ADULTS IN HOUSEHOLD'
HIVRISK5 , 'DO ANY HIGH RISK SITUATIONS APPLY'
HIVTST6 , 'EVER TESTED HIV'
HIVTSTD3 , 'MONTH AND YEAR OF LAST HIV TEST'
HLTHCVR1 , 'PRIMARY HEALTH INSURANCE COVERAGE'
HLTHPLN1 , 'HAVE ANY HEALTH CARE COVERAGE'
HOWSAFE1 , 'NEIGHBORHOOD SAFE FROM CRIME'
HPVADSHT , 'NUMBER OF HPV SHOTS RECEIVED'
HPVADVC2 , 'EVER HAD THE HPV VACCINATION?'
HTIN4 , 'COMPUTED HEIGHT IN INCHES'
HTM4 , 'COMPUTED HEIGHT IN METERS'
IDATE , 'INTERVIEW DATE'
IDAY , 'INTERVIEW DAY'
IMFVPLAC , 'WHERE DID YOU GET YOUR LAST FLU SHOT/VACCINE?'
IMONTH , 'INTERVIEW MONTH'
INCOME2 , 'INCOME LEVEL'
INSULIN , 'NOW TAKING INSULIN'
INTERNET , 'INTERNET USE IN THE PAST 30 DAYS?'
IYEAR , 'INTERVIEW YEAR'
JOINPAI1 , 'HOW BAD WAS JOINT PAIN'
LADULT , 'ARE YOU 18 YEARS OF AGE OR OLDER?'
LANDLINE , 'DO YOU ALSO HAVE A LANDLINE TELEPHONE?'
LASTSMK2 , 'INTERVAL SINCE LAST SMOKED'
LCSCTSCN , 'DID YOU HAVE A CT OR CAT SCAN?'
LCSFIRST , 'HOW OLD WHEN YOU FIRST STARTED SMOKING?'
LCSLAST , 'HOW OLD WHEN YOU LAST SMOKED?'
LCSNUMCG ," 'ON AVERAGE, HOW MANY CIGARETTES DO YOU SMOKE EACH DAY?'"
LMTJOIN3 , 'LIMITED BECAUSE OF JOINT SYMPTOMS'
LOADULK2 , 'ANY LOADED FIREARMS ALSO UNLOCKED'
LSATISFY , 'SATISFACTION WITH LIFE'
LSTCOVRG , 'TIME SINCE LAST HAD HEALTH CARE COVERAGE'
MARIJANA ," 'DURING THE PAST 30 DAYS, ON HOW MANY DAYS DID YOU USE MARIJUANA OR HASHISH?'"
MARITAL , 'MARITAL STATUS'
MAXDRNKS , 'MOST DRINKS ON SINGLE OCCASION PAST 30 DAYS'
MAXVO2_ , 'ESTIMATED AGE-GENDER SPECIFIC MAXIMUM OXYGEN CONSUMPTION'
MEDBILL1 , 'CURRENTLY HAVE HEALTH CARE BILLS'
MEDCOST , 'COULD NOT SEE DR. BECAUSE OF COST'
MEDICARE , 'DO YOU HAVE MEDICARE?'
MEDSCOS1 , 'COULD NOT GET MEDICINE DUE TO COST'
MENTHLTH , 'NUMBER OF DAYS MENTAL HEALTH NOT GOOD'
METVL11_ , 'ACTIVITY MET VALUE FOR FIRST ACTIVITY'
METVL21_ , 'ACTIVITY MET VALUE FOR SECOND ACTIVITY'
MSCODE , 'METROPOLITAN STATUS CODE'
NOBCUSE6 , 'WHAT WAS MAIN REASON FOR NOT DOING ANYTHING TO KEEP YOU FROM GETTING PREGNANT?'
NOCOV121 , 'WITHOUT HEALTH CARE COVERAGE PAST 12 MONTHS'
NUMADULT , 'NUMBER OF ADULTS IN HOUSEHOLD'
NUMHHOL2 , 'HOUSEHOLD TELEPHONES'
NUMMEN , 'NUMBER OF ADULT MEN IN HOUSEHOLD'
NUMPHON2 , 'RESIDENTIAL PHONES'
NUMWOMEN , 'NUMBER OF ADULT WOMEN IN HOUSEHOLD'
PA1MIN_ , 'MINUTES OF TOTAL PHYSICAL ACTIVITY PER WEEK'
PA1VIGM_ , 'MINUTES OF TOTAL VIGOROUS PHYSICAL ACTIVITY PER WEEK'
PADUR1_ , 'MINUTES OF FIRST ACTIVITY'
PADUR2_ , 'MINUTES OF SECOND ACTIVITY'
PAFREQ1_ , 'PHYSICAL ACTIVITY FREQUENCY PER WEEK FOR FIRST ACTIVITY'
PAFREQ2_ , 'PHYSICAL ACTIVITY FREQUENCY PER WEEK FOR SECOND ACTIVITY'
PAINACT2 , 'HOW MANY DAYS HARD TO DO USUAL ACTIVITIES IN PAST 30 DAYS'
PAMIN11_ , 'MINUTES OF PHYSICAL ACTIVITY PER WEEK FOR FIRST ACTIVITY'
PAMIN21_ , 'MINUTES OF PHYSICAL ACTIVITY PER WEEK FOR SECOND ACTIVITY'
PAMISS1_ , 'MISSING PHYSICAL ACTIVITY DATA'
PAVIG11_ , 'MINUTES OF VIGOROUS PHYSICAL ACTIVITY PER WEEK FOR FIRST ACTIVITY'
PAVIG21_ , 'MINUTES OF VIGOROUSPHYSICAL ACTIVITY PER WEEK FOR SECOND ACTIVITY'
PDIABTST , 'HAD A TEST FOR HIGH BLOOD SUGAR IN PAST THREE YEARS'
PERSDOC2 , 'MULTIPLE HEALTH CARE PROFESSIONALS'
PFPPRVN2 , 'DID YOU DO ANYTHING TO KEEP FROM GETTING PREGNANT?'
PHYSHLTH , 'NUMBER OF DAYS PHYSICAL HEALTH NOT GOOD'
PNEUVAC3 , 'PNEUMONIA SHOT EVER'
POORHLTH , 'POOR PHYSICAL OR MENTAL HEALTH'
POTADA1_ , 'COMPUTED POTATO SERVINGS PER DAY'
POTATOE1 , 'HOW OFTEN DO YOU EAT FRENCH FRIES OR FRIED POTATOES?'
PREDIAB1 , 'EVER BEEN TOLD YOU HAVE PRE-DIABETES OR BORDERLINE DIABETES'
PREGNANT , 'PREGNANCY STATUS'
PVTRESD1 , 'PRIVATE RESIDENCE?'
PVTRESD3 , 'DO YOU LIVE IN A PRIVATE RESIDENCE?'
QLHLTH2 , 'HOW MANY DAYS FULL OF ENERGY IN PAST 30 DAYS'
QLMENTL2 , 'HOW MANY DAYS DEPRESSED IN PAST 30 DAYS'
QLSTRES2 , 'HOW MANY DAYS FELT ANXIOUS IN PAST 30 DAYS'
QSTLANG , 'LANGUAGE IDENTIFIER'
QSTVER , 'QUESTIONNAIRE VERSION IDENTIFIER'
RCSGENDR , 'GENDER OF CHILD'
RCSRLTN2 , 'RELATIONSHIP TO CHILD'
RDUCHART , 'TAKE ASPIRIN TO REDUCE CHANCE OF HEART ATTACK'
RDUCSTRK , 'TAKE ASPIRIN TO REDUCE CHANCE OF STROKE'
RENTHOM1 , 'OWN OR RENT HOME'
RLIVPAIN , 'TAKE ASPIRIN TO RELIEVE PAIN'
RSNMRJNA , ' '
SAFETIME , 'SAFE TIME TO TALK?'
SDHBILLS , 'WERE YOU NOT ABLE TO PAY YOUR BILLS?'
SDHFOOD , 'NO MONEY FOR FOOD?'
SDHMEALS , 'NO MONEY FOR BALANCED MEALS?'
SDHMONEY , 'HOW DO YOUR FINANCES USUALLY WORK OUT AT THE END OF THE MONTH?'
SDHMOVE , 'HOW MANY TIMES HAVE YOU MOVED?'
SDHSTRES , 'HOW OFTEN HAVE YOU FELT THIS KIND OF STRESS?'
SEATBELT , 'HOW OFTEN USE SEATBELTS IN CAR?'
SEQNO , 'ANNUAL SEQUENCE NUMBER'
SEX , 'RESPONDENTS SEX'
SHINGLE2 , 'HAVE YOU EVER HAD THE SHINGLES OR ZOSTER VACCINE?'
SLEPBRTH , 'HAS ANYONE EVER OBSERVED THAT YOU STOP BREATHING DURING YOUR SLEEP?'
SLEPDAY1 ," 'OVER THE LAST 2 WEEKS, HOW MANY DAYS DID YOU UNINTENTIONALLY FALL ASLEEP DURING THE DAY?'"
SLEPSNO2 , 'HAVE YOU EVER BEEN TOLD THAT YOU SNORE LOUDLY?'
SLEPTIM1 , 'HOW MUCH TIME DO YOU SLEEP'
SMOKDAY2 , 'FREQUENCY OF DAYS NOW SMOKING'
SMOKE100 , 'SMOKED AT LEAST 100 CIGARETTES'
SSBFRUT3 , 'HOW OFTEN DID YOU DRINK SUGAR-SWEETENED DRINKS?'
SSBSUGR2 , 'HOW OFTEN DID YOU DRINK REGULAR SODA OR POP THAT CONTAINS SUGAR?'
STATERE1 , 'RESIDENT OF STATE'
STOPSMK2 , 'STOPPED SMOKING IN PAST 12 MONTHS'
STREHAB1 , 'OUTPATIENT REHAB AFTER HOSP STAY FOR STROKE'
STRENGTH , 'HOW MANY TIMES DID YOU DO PHYSICAL ACTIVITIES OR EXERCISES TO STRENGTHEN YOUR MUSCLES?'
STRFREQ_ , 'STRENGTH ACTIVITY FREQUENCY PER WEEK'
SXORIENT , 'SEXUAL ORIENTATION OR GENDER IDENTITY'
TETANUS , 'RECEIVED TETANUS SHOT SINCE 2005?'
TOLDHI2 , 'EVER TOLD BLOOD CHOLESTEROL HIGH'
TRNSGNDR , 'DO YOU CONSIDER YOURSELF TO BE TRANSGENDER?'
TYPCNTR7 , 'WHAT DID YOU DO TO KEEP YOU FROM GETTING PREGNANT?'
USEMRJN1 ," 'DURING THE PAST 30 DAYS, HOW DID YOU PRIMARILY USE MARIJUANA?'"
USENOW3 , 'USE OF SMOKELESS TOBACCO PRODUCTS'
VEGEDA2_ , 'COMPUTED OTHER VEGETABLE INTAKE IN TIMES PER  DAY'
VEGETAB2 , 'HOW OFTEN DO YOU EAT FRENCH FRIES OR FRIED POTATOES?'
VETERAN3 , 'ARE YOU A VETERAN'
WEIGHT2 , 'REPORTED WEIGHT IN POUNDS'
WTCHSALT , 'WATCHING SODIUM OR SALT INTAKE'
WTKG3 , 'COMPUTED WEIGHT IN KILOGRAMS'
_AGE65YR , 'REPORTED AGE IN TWO AGE GROUPS CALCULATED VARIABLE'
_AGE80 , 'IMPUTED AGE VALUE COLLAPSED ABOVE 80'
_AGEG5YR , 'REPORTED AGE IN FIVE-YEAR AGE CATEGORIES CALCULATED VARIABLE'
_AGE_G , 'IMPUTED AGE IN SIX GROUPS'
_AIDTST3 , 'EVER BEEN TESTED FOR HIV CALCULATED VARIABLE'
_ASTHMS1 , 'COMPUTED ASTHMA STATUS'
_BMI5 , 'COMPUTED BODY MASS INDEX'
_BMI5CAT , 'COMPUTED BODY MASS INDEX CATEGORIES'
_CASTHM1 , 'CURRENT ASTHMA CALCULATED VARIABLE'
_CHISPNC ," 'CHILD HISPANIC, LATINO/A, OR SPANISH ORIGIN CALCULATED VARIABLE'"
_CHLDCNT , 'COMPUTED NUMBER OF CHILDREN IN HOUSEHOLD'
_CHOLCH1 , 'CHOLESTEROL CHECKED CALCULATED VARIABLE'
_CLLCPWT , 'FINAL CHILD WEIGHT: LAND-LINE AND CELL-PHONE DATA'
_CPRACE , 'PREFERRED CHILD RACE CATEGORIES'
_CRACE1 , 'CHILD NON-HISPANIC RACE INCLUDING MULTIRACIAL'
_CURECIG , 'CURRENT E-CIGARETTE USER CALCULATED VARIABLE'
_DRDXAR1 , 'RESPONDENTS DIAGNOSED WITH ARTHRITIS'
_DRNKWEK , 'COMPUTED NUMBER OF DRINKS OF ALCOHOL BEVERAGES PER WEEK'
_DUALCOR , 'DUAL PHONE USE CORRECTION FACTOR'
_DUALUSE , 'DUAL PHONE USE CATEGORIES'
_ECIGSTS , 'COMPUTED E-CIGARETTE USER STATUS'
_EDUCAG , 'COMPUTED LEVEL OF EDUCATION COMPLETED CATEGORIES'
_FLSHOT6 , 'FLU SHOT CALCULATED VARIABLE'
_FRT16A , 'REPORTED CONSUMING FRUIT >16/DAY'
_FRTLT1A , 'CONSUME FRUIT 1 OR MORE TIMES PER DAY'
_FRTRES1 , 'MISSING ANY FRUIT RESPONSES'
_FRUITE1 , 'FRUIT EXCLUSION FROM ANALYSES'
_FRUTSU1 , 'TOTAL FRUITS CONSUMED PER DAY'
_HCVU651 , 'RESPONDENTS AGED 18-64 WITH HEALTH CARE COVERAGE'
_HISPANC ," 'HISPANIC, LATINO/A, OR SPANISH ORIGIN CALCULATED VARIABLE'"
_IMPRACE , 'IMPUTED RACE/ETHNICITY VALUE'
_INCOMG , 'COMPUTED INCOME CATEGORIES'
_LLCPWT , 'FINAL WEIGHT: LAND-LINE AND CELL-PHONE DATA'
_LLCPWT2 , 'TRUNCATED DESIGN WEIGHT USED IN ADULT COMBINED LAN  LINE AND CELL PHONE RAKING'
_LMTACT1 , 'LIMITED USUAL ACTIVITIES'
_LMTSCL1 , 'LIMITED SOCIAL ACTIVITIES'
_LMTWRK1 , 'LIMITED WORK ACTIVITIES'
_LTASTH1 , 'LIFETIME ASTHMA CALCULATED VARIABLE'
_MENT14D , 'COMPUTED MENTAL HEALTH STATUS'
_MICHD , 'RESPONDENTS THAT HAVE EVER REPORTED HAVING CORONARY HEART DISEASE (CHD) OR MYOCARDIAL INFARCTION (MI)'
_MINAC11 , 'MINUTES OF PHYSICAL ACTIVITY PER WEEK FOR FIRST ACTIVITY'
_MINAC21 , 'MINUTES OF PHYSICAL ACTIVITY PER WEEK FOR SECOND ACTIVITY'
_MISFRT1 , 'THE NUMBER OF MISSING FRUIT RESPONSES'
_MISVEG1 , 'THE NUMBER OF MISSING VEGETABLE RESPONSES'
_MRACE1 , 'CALCULATED NON-HISPANIC RACE INCLUDING MULTIRACIAL'
_PA150R2 , '150 MINUTE PHYSICAL ACTIVITY CALCULATED VARIABLE'
_PA30021 , '300 MINUTE PHYSICAL ACTIVITY 2-LEVEL CALCULATED VARIABLE'
_PA300R2 , '300 MINUTE PHYSICAL ACTIVITY CALCULATED VARIABLE'
_PACAT1 , 'PHYSICAL ACTIVITY CATEGORIES'
_PAINDX1 , 'PHYSICAL ACTIVITY INDEX'
_PAREC1 , 'AEROBIC AND STRENGTHENING GUIDELINE'
_PASTAE1 , 'AEROBIC AND STRENGTHENING (2-LEVEL)'
_PASTRNG , 'MUSCLE STRENGTHENING RECOMMENDATION'
_PHYS14D , 'COMPUTED PHYSICAL HEALTH STATUS'
_PNEUMO2 , 'PNEUMONIA VACCINATION CALCULATED VARIABLE'
_PRACE1 , 'COMPUTED PREFERRED RACE'
_PSU , 'PRIMARY SAMPLING UNIT'
_RACE , 'COMPUTED RACE-ETHNICITY GROUPING'
_RACEG21 , 'COMPUTED NON-HISPANIC WHITES/ALL OTHERS RACE CATEGORIES RACE/ETHNIC GROUP CODES USED IN POST-STRATIFICATION.'
_RACEGR3 , 'COMPUTED FIVE LEVEL RACE/ETHNICITY CATEGORY.'
_RACE_G1 , 'COMPUTED RACE GROUPS USED FOR INTERNET PREVALENCE TABLES'
_RAWRAKE , 'RAW WEIGHTING FACTOR USED IN RAKING'
_RFBING5 , 'BINGE DRINKING CALCULATED VARIABLE'
_RFBMI5 , 'OVERWEIGHT OR OBESE CALCULATED VARIABLE'
_RFCHOL1 , 'HIGH CHOLESTEROL CALCULATED VARIABLE'
_RFDRHV5 , 'HEAVY ALCOHOL CONSUMPTION  CALCULATED VARIABLE'
_RFHLTH , 'ADULTS WITH GOOD OR BETTER HEALTH'
_RFHYPE5 , 'HIGH BLOOD PRESSURE CALCULATED VARIABLE'
_RFSEAT2 , 'ALWAYS OR NEARLY ALWAYS WEAR SEAT BELTS'
_RFSEAT3 , 'ALWAYS WEAR SEAT BELTS'
_RFSMOK3 , 'CURRENT SMOKING CALCULATED VARIABLE'
_SMOKER3 , 'COMPUTED SMOKING STATUS'
_STATE , 'STATE FIPS CODE'
_STRWT , 'STRATUM WEIGHT'
_STSTR , 'SAMPLE DESIGN STRATIFICATION VARIABLE'
