Variable,Description
REPWEIGHT68,Replicate Weight 68
REPWEIGHT69,Replicate Weight 69
REPWEIGHT70,Replicate Weight 70
REPWEIGHT71,Replicate Weight 71
REPWEIGHT72,Replicate Weight 72
REPWEIGHT73,Replicate Weight 73
REPWEIGHT74,Replicate Weight 74
REPWEIGHT75,Replicate Weight 75
REPWEIGHT76,Replicate Weight 76
REPWEIGHT77,Replicate Weight 77
REPWEIGHT78,Replicate Weight 78
REPWEIGHT79,Replicate Weight 79
REPWEIGHT80,Replicate Weight 80
REPWEIGHT81,Replicate Weight 81
REPWEIGHT82,Replicate Weight 82
REPWEIGHT83,Replicate Weight 83
REPWEIGHT84,Replicate Weight 84
REPWEIGHT85,Replicate Weight 85
REPWEIGHT86,Replicate Weight 86
REPWEIGHT87,Replicate Weight 87
REPWEIGHT88,Replicate Weight 88
REPWEIGHT89,Replicate Weight 89
REPWEIGHT90,Replicate Weight 90
REPWEIGHT91,Replicate Weight 91
REPWEIGHT92,Replicate Weight 92
REPWEIGHT93,Replicate Weight 93
REPWEIGHT94,Replicate Weight 94
REPWEIGHT95,Replicate Weight 95
REPWEIGHT96,Replicate Weight 96
REPWEIGHT97,Replicate Weight 97
REPWEIGHT98,Replicate Weight 98
REPWEIGHT99,Replicate Weight 99
REPWEIGHT100,Replicate Weight 100
REPWEIGHT101,Replicate Weight 101
REPWEIGHT102,Replicate Weight 102
REPWEIGHT103,Replicate Weight 103
REPWEIGHT104,Replicate Weight 104
REPWEIGHT105,Replicate Weight 105
REPWEIGHT106,Replicate Weight 106
REPWEIGHT107,Replicate Weight 107
REPWEIGHT108,Replicate Weight 108
REPWEIGHT109,Replicate Weight 109
REPWEIGHT110,Replicate Weight 110
REPWEIGHT111,Replicate Weight 111
REPWEIGHT112,Replicate Weight 112
REPWEIGHT113,Replicate Weight 113
REPWEIGHT114,Replicate Weight 114
REPWEIGHT115,Replicate Weight 115
REPWEIGHT116,Replicate Weight 116
REPWEIGHT117,Replicate Weight 117
REPWEIGHT118,Replicate Weight 118
REPWEIGHT119,Replicate Weight 119
REPWEIGHT120,Replicate Weight 120
REPWEIGHT121,Replicate Weight 121
REPWEIGHT122,Replicate Weight 122
REPWEIGHT123,Replicate Weight 123
REPWEIGHT124,Replicate Weight 124
REPWEIGHT125,Replicate Weight 125
REPWEIGHT126,Replicate Weight 126
REPWEIGHT127,Replicate Weight 127
REPWEIGHT128,Replicate Weight 128
REPWEIGHT129,Replicate Weight 129
REPWEIGHT130,Replicate Weight 130
REPWEIGHT131,Replicate Weight 131
REPWEIGHT132,Replicate Weight 132
REPWEIGHT133,Replicate Weight 133
REPWEIGHT134,Replicate Weight 134
REPWEIGHT135,Replicate Weight 135
REPWEIGHT136,Replicate Weight 136
REPWEIGHT137,Replicate Weight 137
REPWEIGHT138,Replicate Weight 138
REPWEIGHT139,Replicate Weight 139
REPWEIGHT140,Replicate Weight 140
REPWEIGHT141,Replicate Weight 141
REPWEIGHT142,Replicate Weight 142
REPWEIGHT143,Replicate Weight 143
REPWEIGHT144,Replicate Weight 144
REPWEIGHT145,Replicate Weight 145
REPWEIGHT146,Replicate Weight 146
REPWEIGHT147,Replicate Weight 147
REPWEIGHT148,Replicate Weight 148
REPWEIGHT149,Replicate Weight 149
REPWEIGHT150,Replicate Weight 150
REPWEIGHT151,Replicate Weight 151
REPWEIGHT152,Replicate Weight 152
REPWEIGHT153,Replicate Weight 153
REPWEIGHT154,Replicate Weight 154
REPWEIGHT155,Replicate Weight 155
REPWEIGHT156,Replicate Weight 156
REPWEIGHT157,Replicate Weight 157
REPWEIGHT158,Replicate Weight 158
REPWEIGHT159,Replicate Weight 159
REPWEIGHT160,Replicate Weight 160
SP1REPWGT1,Replicate weight for split sample group 1
SP1REPWGT2,Replicate weight for split sample group 1
SP1REPWGT3,Replicate weight for split sample group 1
SP1REPWGT4,Replicate weight for split sample group 1
SP1REPWGT5,Replicate weight for split sample group 1
SP1REPWGT6,Replicate weight for split sample group 1
SP1REPWGT7,Replicate weight for split sample group 1
SP1REPWGT8,Replicate weight for split sample group 1
SP1REPWGT9,Replicate weight for split sample group 1
SP1REPWGT10,Replicate weight for split sample group 1
SP1REPWGT11,Replicate weight for split sample group 1
SP1REPWGT12,Replicate weight for split sample group 1
SP1REPWGT13,Replicate weight for split sample group 1
SP1REPWGT14,Replicate weight for split sample group 1
SP1REPWGT15,Replicate weight for split sample group 1
SP1REPWGT16,Replicate weight for split sample group 1
SP1REPWGT17,Replicate weight for split sample group 1
SP1REPWGT18,Replicate weight for split sample group 1
SP1REPWGT19,Replicate weight for split sample group 1
SP1REPWGT20,Replicate weight for split sample group 1
SP1REPWGT21,Replicate weight for split sample group 1
SP1REPWGT22,Replicate weight for split sample group 1
SP1REPWGT23,Replicate weight for split sample group 1
SP1REPWGT24,Replicate weight for split sample group 1
SP1REPWGT25,Replicate weight for split sample group 1
SP1REPWGT26,Replicate weight for split sample group 1
SP1REPWGT27,Replicate weight for split sample group 1
SP1REPWGT28,Replicate weight for split sample group 1
SP1REPWGT29,Replicate weight for split sample group 1
SP1REPWGT30,Replicate weight for split sample group 1
SP1REPWGT31,Replicate weight for split sample group 1
SP1REPWGT32,Replicate weight for split sample group 1
SP1REPWGT33,Replicate weight for split sample group 1
SP1REPWGT34,Replicate weight for split sample group 1
SP1REPWGT35,Replicate weight for split sample group 1
SP1REPWGT36,Replicate weight for split sample group 1
SP1REPWGT37,Replicate weight for split sample group 1
SP1REPWGT38,Replicate weight for split sample group 1
SP1REPWGT39,Replicate weight for split sample group 1
SP1REPWGT40,Replicate weight for split sample group 1
SP1REPWGT41,Replicate weight for split sample group 1
SP1REPWGT42,Replicate weight for split sample group 1
SP1REPWGT43,Replicate weight for split sample group 1
SP1REPWGT44,Replicate weight for split sample group 1
SP1REPWGT45,Replicate weight for split sample group 1
SP1REPWGT46,Replicate weight for split sample group 1
SP1REPWGT47,Replicate weight for split sample group 1
SP1REPWGT48,Replicate weight for split sample group 1
SP1REPWGT49,Replicate weight for split sample group 1
SP1REPWGT50,Replicate weight for split sample group 1
SP1REPWGT51,Replicate weight for split sample group 1
SP1REPWGT52,Replicate weight for split sample group 1
SP1REPWGT53,Replicate weight for split sample group 1
SP1REPWGT54,Replicate weight for split sample group 1
SP1REPWGT55,Replicate weight for split sample group 1
SP1REPWGT56,Replicate weight for split sample group 1
SP1REPWGT57,Replicate weight for split sample group 1
SP1REPWGT58,Replicate weight for split sample group 1
SP1REPWGT59,Replicate weight for split sample group 1
SP1REPWGT60,Replicate weight for split sample group 1
SP1REPWGT61,Replicate weight for split sample group 1
SP1REPWGT62,Replicate weight for split sample group 1
SP1REPWGT63,Replicate weight for split sample group 1
SP1REPWGT64,Replicate weight for split sample group 1
SP1REPWGT65,Replicate weight for split sample group 1
SP1REPWGT66,Replicate weight for split sample group 1
SP1REPWGT67,Replicate weight for split sample group 1
SP1REPWGT68,Replicate weight for split sample group 1
SP1REPWGT69,Replicate weight for split sample group 1
SP1REPWGT70,Replicate weight for split sample group 1
SP1REPWGT71,Replicate weight for split sample group 1
SP1REPWGT72,Replicate weight for split sample group 1
SP1REPWGT73,Replicate weight for split sample group 1
SP1REPWGT74,Replicate weight for split sample group 1
SP1REPWGT75,Replicate weight for split sample group 1
SP1REPWGT76,Replicate weight for split sample group 1
SP1REPWGT77,Replicate weight for split sample group 1
SP1REPWGT78,Replicate weight for split sample group 1
SP1REPWGT79,Replicate weight for split sample group 1
SP1REPWGT80,Replicate weight for split sample group 1
SP1REPWGT81,Replicate weight for split sample group 1
SP1REPWGT82,Replicate weight for split sample group 1
SP1REPWGT83,Replicate weight for split sample group 1
SP1REPWGT84,Replicate weight for split sample group 1
SP1REPWGT85,Replicate weight for split sample group 1
SP1REPWGT86,Replicate weight for split sample group 1
SP1REPWGT87,Replicate weight for split sample group 1
SP1REPWGT88,Replicate weight for split sample group 1
SP1REPWGT89,Replicate weight for split sample group 1
SP1REPWGT90,Replicate weight for split sample group 1
SP1REPWGT91,Replicate weight for split sample group 1
SP1REPWGT92,Replicate weight for split sample group 1
SP1REPWGT93,Replicate weight for split sample group 1
SP1REPWGT94,Replicate weight for split sample group 1
SP1REPWGT95,Replicate weight for split sample group 1
SP1REPWGT96,Replicate weight for split sample group 1
SP1REPWGT97,Replicate weight for split sample group 1
SP1REPWGT98,Replicate weight for split sample group 1
SP1REPWGT99,Replicate weight for split sample group 1
SP1REPWGT100,Replicate weight for split sample group 1
SP1REPWGT101,Replicate weight for split sample group 1
SP1REPWGT102,Replicate weight for split sample group 1
SP1REPWGT103,Replicate weight for split sample group 1
SP1REPWGT104,Replicate weight for split sample group 1
SP1REPWGT105,Replicate weight for split sample group 1
SP1REPWGT106,Replicate weight for split sample group 1
SP1REPWGT107,Replicate weight for split sample group 1
SP1REPWGT108,Replicate weight for split sample group 1
SP1REPWGT109,Replicate weight for split sample group 1
SP1REPWGT110,Replicate weight for split sample group 1
SP1REPWGT111,Replicate weight for split sample group 1
SP1REPWGT112,Replicate weight for split sample group 1
SP1REPWGT113,Replicate weight for split sample group 1
SP1REPWGT114,Replicate weight for split sample group 1
SP1REPWGT115,Replicate weight for split sample group 1
SP1REPWGT116,Replicate weight for split sample group 1
SP1REPWGT117,Replicate weight for split sample group 1
SP1REPWGT118,Replicate weight for split sample group 1
SP1REPWGT119,Replicate weight for split sample group 1
SP1REPWGT120,Replicate weight for split sample group 1
SP1REPWGT121,Replicate weight for split sample group 1
SP1REPWGT122,Replicate weight for split sample group 1
SP1REPWGT123,Replicate weight for split sample group 1
SP1REPWGT124,Replicate weight for split sample group 1
SP1REPWGT125,Replicate weight for split sample group 1
SP1REPWGT126,Replicate weight for split sample group 1
SP1REPWGT127,Replicate weight for split sample group 1
SP1REPWGT128,Replicate weight for split sample group 1
SP1REPWGT129,Replicate weight for split sample group 1
SP1REPWGT130,Replicate weight for split sample group 1
SP1REPWGT131,Replicate weight for split sample group 1
SP1REPWGT132,Replicate weight for split sample group 1
SP1REPWGT133,Replicate weight for split sample group 1
SP1REPWGT134,Replicate weight for split sample group 1
SP1REPWGT135,Replicate weight for split sample group 1
SP1REPWGT136,Replicate weight for split sample group 1
SP1REPWGT137,Replicate weight for split sample group 1
SP1REPWGT138,Replicate weight for split sample group 1
SP1REPWGT139,Replicate weight for split sample group 1
SP1REPWGT140,Replicate weight for split sample group 1
SP1REPWGT141,Replicate weight for split sample group 1
SP1REPWGT142,Replicate weight for split sample group 1
SP1REPWGT143,Replicate weight for split sample group 1
SP1REPWGT144,Replicate weight for split sample group 1
SP1REPWGT145,Replicate weight for split sample group 1
SP1REPWGT146,Replicate weight for split sample group 1
SP1REPWGT147,Replicate weight for split sample group 1
SP1REPWGT148,Replicate weight for split sample group 1
SP1REPWGT149,Replicate weight for split sample group 1
SP1REPWGT150,Replicate weight for split sample group 1
SP1REPWGT151,Replicate weight for split sample group 1
SP1REPWGT152,Replicate weight for split sample group 1
SP1REPWGT153,Replicate weight for split sample group 1
SP1REPWGT154,Replicate weight for split sample group 1
SP1REPWGT155,Replicate weight for split sample group 1
SP1REPWGT156,Replicate weight for split sample group 1
SP1REPWGT157,Replicate weight for split sample group 1
SP1REPWGT158,Replicate weight for split sample group 1
SP1REPWGT159,Replicate weight for split sample group 1
SP1REPWGT160,Replicate weight for split sample group 1
SP2REPWGT1,Replicate weight for split sample group 2
SP2REPWGT2,Replicate weight for split sample group 2
SP2REPWGT3,Replicate weight for split sample group 2
SP2REPWGT4,Replicate weight for split sample group 2
SP2REPWGT5,Replicate weight for split sample group 2
SP2REPWGT6,Replicate weight for split sample group 2
SP2REPWGT7,Replicate weight for split sample group 2
SP2REPWGT8,Replicate weight for split sample group 2
SP2REPWGT9,Replicate weight for split sample group 2
SP2REPWGT10,Replicate weight for split sample group 2
SP2REPWGT11,Replicate weight for split sample group 2
SP2REPWGT12,Replicate weight for split sample group 2
SP2REPWGT13,Replicate weight for split sample group 2
SP2REPWGT14,Replicate weight for split sample group 2
SP2REPWGT15,Replicate weight for split sample group 2
SP2REPWGT16,Replicate weight for split sample group 2
SP2REPWGT17,Replicate weight for split sample group 2
SP2REPWGT18,Replicate weight for split sample group 2
SP2REPWGT19,Replicate weight for split sample group 2
SP2REPWGT20,Replicate weight for split sample group 2
SP2REPWGT21,Replicate weight for split sample group 2
SP2REPWGT22,Replicate weight for split sample group 2
SP2REPWGT23,Replicate weight for split sample group 2
SP2REPWGT24,Replicate weight for split sample group 2
SP2REPWGT25,Replicate weight for split sample group 2
SP2REPWGT26,Replicate weight for split sample group 2
SP2REPWGT27,Replicate weight for split sample group 2
SP2REPWGT28,Replicate weight for split sample group 2
SP2REPWGT29,Replicate weight for split sample group 2
SP2REPWGT30,Replicate weight for split sample group 2
SP2REPWGT31,Replicate weight for split sample group 2
SP2REPWGT32,Replicate weight for split sample group 2
SP2REPWGT33,Replicate weight for split sample group 2
SP2REPWGT34,Replicate weight for split sample group 2
SP2REPWGT35,Replicate weight for split sample group 2
SP2REPWGT36,Replicate weight for split sample group 2
SP2REPWGT37,Replicate weight for split sample group 2
SP2REPWGT38,Replicate weight for split sample group 2
SP2REPWGT39,Replicate weight for split sample group 2
SP2REPWGT40,Replicate weight for split sample group 2
SP2REPWGT41,Replicate weight for split sample group 2
SP2REPWGT42,Replicate weight for split sample group 2
SP2REPWGT43,Replicate weight for split sample group 2
SP2REPWGT44,Replicate weight for split sample group 2
SP2REPWGT45,Replicate weight for split sample group 2
SP2REPWGT46,Replicate weight for split sample group 2
SP2REPWGT47,Replicate weight for split sample group 2
SP2REPWGT48,Replicate weight for split sample group 2
SP2REPWGT49,Replicate weight for split sample group 2
SP2REPWGT50,Replicate weight for split sample group 2
SP2REPWGT51,Replicate weight for split sample group 2
SP2REPWGT52,Replicate weight for split sample group 2
SP2REPWGT53,Replicate weight for split sample group 2
SP2REPWGT54,Replicate weight for split sample group 2
SP2REPWGT55,Replicate weight for split sample group 2
SP2REPWGT56,Replicate weight for split sample group 2
SP2REPWGT57,Replicate weight for split sample group 2
SP2REPWGT58,Replicate weight for split sample group 2
SP2REPWGT59,Replicate weight for split sample group 2
SP2REPWGT60,Replicate weight for split sample group 2
SP2REPWGT61,Replicate weight for split sample group 2
SP2REPWGT62,Replicate weight for split sample group 2
SP2REPWGT63,Replicate weight for split sample group 2
SP2REPWGT64,Replicate weight for split sample group 2
SP2REPWGT65,Replicate weight for split sample group 2
SP2REPWGT66,Replicate weight for split sample group 2
SP2REPWGT67,Replicate weight for split sample group 2
SP2REPWGT68,Replicate weight for split sample group 2
SP2REPWGT69,Replicate weight for split sample group 2
SP2REPWGT70,Replicate weight for split sample group 2
SP2REPWGT71,Replicate weight for split sample group 2
SP2REPWGT72,Replicate weight for split sample group 2
SP2REPWGT73,Replicate weight for split sample group 2
SP2REPWGT74,Replicate weight for split sample group 2
SP2REPWGT75,Replicate weight for split sample group 2
SP2REPWGT76,Replicate weight for split sample group 2
SP2REPWGT77,Replicate weight for split sample group 2
SP2REPWGT78,Replicate weight for split sample group 2
SP2REPWGT79,Replicate weight for split sample group 2
SP2REPWGT80,Replicate weight for split sample group 2
SP2REPWGT81,Replicate weight for split sample group 2
SP2REPWGT82,Replicate weight for split sample group 2
SP2REPWGT83,Replicate weight for split sample group 2
SP2REPWGT84,Replicate weight for split sample group 2
SP2REPWGT85,Replicate weight for split sample group 2
SP2REPWGT86,Replicate weight for split sample group 2
SP2REPWGT87,Replicate weight for split sample group 2
SP2REPWGT88,Replicate weight for split sample group 2
SP2REPWGT89,Replicate weight for split sample group 2
SP2REPWGT90,Replicate weight for split sample group 2
SP2REPWGT91,Replicate weight for split sample group 2
SP2REPWGT92,Replicate weight for split sample group 2
SP2REPWGT93,Replicate weight for split sample group 2
SP2REPWGT94,Replicate weight for split sample group 2
SP2REPWGT95,Replicate weight for split sample group 2
SP2REPWGT96,Replicate weight for split sample group 2
SP2REPWGT97,Replicate weight for split sample group 2
SP2REPWGT98,Replicate weight for split sample group 2
SP2REPWGT99,Replicate weight for split sample group 2
SP2REPWGT100,Replicate weight for split sample group 2
SP2REPWGT101,Replicate weight for split sample group 2
SP2REPWGT102,Replicate weight for split sample group 2
SP2REPWGT103,Replicate weight for split sample group 2
SP2REPWGT104,Replicate weight for split sample group 2
SP2REPWGT105,Replicate weight for split sample group 2
SP2REPWGT106,Replicate weight for split sample group 2
SP2REPWGT107,Replicate weight for split sample group 2
SP2REPWGT108,Replicate weight for split sample group 2
SP2REPWGT109,Replicate weight for split sample group 2
SP2REPWGT110,Replicate weight for split sample group 2
SP2REPWGT111,Replicate weight for split sample group 2
SP2REPWGT112,Replicate weight for split sample group 2
SP2REPWGT113,Replicate weight for split sample group 2
SP2REPWGT114,Replicate weight for split sample group 2
SP2REPWGT115,Replicate weight for split sample group 2
SP2REPWGT116,Replicate weight for split sample group 2
SP2REPWGT117,Replicate weight for split sample group 2
SP2REPWGT118,Replicate weight for split sample group 2
SP2REPWGT119,Replicate weight for split sample group 2
SP2REPWGT120,Replicate weight for split sample group 2
SP2REPWGT121,Replicate weight for split sample group 2
SP2REPWGT122,Replicate weight for split sample group 2
SP2REPWGT123,Replicate weight for split sample group 2
SP2REPWGT124,Replicate weight for split sample group 2
SP2REPWGT125,Replicate weight for split sample group 2
SP2REPWGT126,Replicate weight for split sample group 2
SP2REPWGT127,Replicate weight for split sample group 2
SP2REPWGT128,Replicate weight for split sample group 2
SP2REPWGT129,Replicate weight for split sample group 2
SP2REPWGT130,Replicate weight for split sample group 2
SP2REPWGT131,Replicate weight for split sample group 2
SP2REPWGT132,Replicate weight for split sample group 2
SP2REPWGT133,Replicate weight for split sample group 2
SP2REPWGT134,Replicate weight for split sample group 2
SP2REPWGT135,Replicate weight for split sample group 2
SP2REPWGT136,Replicate weight for split sample group 2
SP2REPWGT137,Replicate weight for split sample group 2
SP2REPWGT138,Replicate weight for split sample group 2
SP2REPWGT139,Replicate weight for split sample group 2
SP2REPWGT140,Replicate weight for split sample group 2
SP2REPWGT141,Replicate weight for split sample group 2
SP2REPWGT142,Replicate weight for split sample group 2
SP2REPWGT143,Replicate weight for split sample group 2
SP2REPWGT144,Replicate weight for split sample group 2
SP2REPWGT145,Replicate weight for split sample group 2
SP2REPWGT146,Replicate weight for split sample group 2
SP2REPWGT147,Replicate weight for split sample group 2
SP2REPWGT148,Replicate weight for split sample group 2
SP2REPWGT149,Replicate weight for split sample group 2
SP2REPWGT150,Replicate weight for split sample group 2
SP2REPWGT151,Replicate weight for split sample group 2
SP2REPWGT152,Replicate weight for split sample group 2
SP2REPWGT153,Replicate weight for split sample group 2
SP2REPWGT154,Replicate weight for split sample group 2
SP2REPWGT155,Replicate weight for split sample group 2
SP2REPWGT156,Replicate weight for split sample group 2
SP2REPWGT157,Replicate weight for split sample group 2
SP2REPWGT158,Replicate weight for split sample group 2
SP2REPWGT159,Replicate weight for split sample group 2
SP2REPWGT160,Replicate weight for split sample group 2
FIRSTHOME,First-time home buyer
MARKETVAL,Current market value of unit
TOTBALAMT,Total remaining debt
PROTAXAMT,Monthly property tax amount
INSURAMT,Monthly homeowner or renter insurance amount
HOAAMT,Monthly homeowners or condominium association amount
LOTAMT,Monthly manufactured home lot rent amount
MAINTAMT,Amount of annual routine maintenance costs
MORTAMT,Monthly total mortgage amount (all mortgages)
HINCP,Household Income
FINCP,Family income
REMODAMT,Total cost of home improvement jobs in last two years
TOTHCAMT,Monthly total housing costs
