Variable,Description
CELLSEX2 , 'ARE YOU MALE OR FEMALE?'
CELPHON1 , 'CELLULAR TELEPHONE'
CELSXBRT , 'WHAT WAS YOUR SEX AT BIRTH?'
CERVSCRN , 'HAVE YOU EVER HAD A CERVICAL CANCER SCREENING TEST?'
CHCCOPD3 , 'EVER TOLD YOU HAD C.O.P.D. EMPHYSEMA OR CHRONIC BRONCHITIS?'
CHCKDNY2 , 'EVER TOLD YOU HAVE KIDNEY DISEASE?'
CHCOCNC1 , '(EVER TOLD) (YOU HAD) MELANOMA OR ANY OTHER TYPES OF CANCER?'
CHCSCNC1 , '(EVER TOLD) (YOU HAD) SKIN CANCER THAT IS NOT MELANOMA?'
CHECKUP1 , 'LENGTH OF TIME SINCE LAST ROUTINE CHECKUP'
CHILDREN , 'NUMBER OF CHILDREN IN HOUSEHOLD'
CHKHEMO3 , 'TIMES CHECKED FOR GLYCOSYLATED HEMOGLOBIN'
CHOLCHK3 , 'HOW LONG SINCE CHOLESTEROL CHECKED'
CHOLMED3 , 'CURRENTLY TAKING MEDICINE FOR HIGH CHOLESTEROL'
CIMEMLO1 , 'HAVE YOU EXPERIENCED DIFFICULTIES WITH THINKING OR MEMORY THAT IS HAPPENING MORE OFTEN OR IS GETTING WORSE?'
CNCRAGE , 'AGE TOLD HAD CANCER'
CNCRDIFF , 'HOW MANY TYPES OF CANCER?'
CNCRTYP2 , 'TYPE OF CANCER'
COLGHOUS , 'DO YOU LIVE IN COLLEGE HOUSING?'
COLNCNCR , 'EVER HAD ANY OTHER KIND OF TEST FOR COLORECTAL CANCER'
COLNSIGM ," 'EVER HAD A COLONOSCOPY, SIGMOIDOSCOPY, OR BOTH'"
COLNTES1 , 'HOW LONG HAS IT BEEN SINCE YOU HAD COLONOSCOPY?'
COVACGE1 , 'GOING TO GET VACCINATED'
COVIDACT , 'DO LONG-TERM SYMPTOMS REDUCE ABILITY TO CARRY OUT ACTIVITIES?'
COVIDNU2 , 'NUMBER OF COVID-19 VACCINATIONS RECEIVED'
COVIDPO1 , 'HAVE YOU EVER TESTED POSITIVE FOR COVID-19?'
COVIDSM1 , 'DO YOU CURRENTLY HAVE COVID-19 SYMPTOMS?'
COVIDVA1 , 'RECEIVED AT LEAST ONE COVID-19 VACCINATION'
CPDEMO1C , 'DO YOU HAVE A CELL PHONE FOR YOUR PERSONAL USE?'
CRGVALZD , 'DOES PERSON BEING CARED FOR HAVE ALZHEIMER´S DISEASE?'
CRGVEXPT , 'DO YOU EXPECT TO HAVE A RELATIVE YOU WILL NEED TO PROVIDE CARE FOR?'
CRGVHOU1 , 'MANAGED HOUSEHOLD TASKS'
CRGVHRS1 , 'HOW MANY HOURS DO YOU PROVIDE CARE FOR PERSON?'
CRGVLNG1 , 'HOW LONG PROVIDED CARE FOR PERSON.'
CRGVPER1 , 'MANAGED PERSONAL CARE'
CRGVPRB3 ," 'WHAT IS THE MAJOR HEALTH PROBLEM, ILLNESS, DISABILITY FOR CARE FOR PERSON?'"
CRGVREL4 , 'RELATIONSHIP OF PERSON TO WHOM YOU ARE GIVING CARE?'
CRVCLCNC , 'TIME SINCE LAST CERVICAL CANCER SCREENING TEST'
CRVCLHPV , 'HAVE AN H.P.V. TEST AND RECENT CERVICAL CANCER SCREENING'
CRVCLPAP , 'HAVE A PAP TEST AND RECENT CERVICAL CANCER SCREENING'
CSRVCLIN , 'PARTICIPATE IN CLINICAL TRIAL AS PART OF CANCER TREATMENT?'
CSRVCTL2 , 'IS PAIN UNDER CONTROL?'
CSRVDEIN , 'EVER DENIED INSURANCE COVERAGE BECAUSE OF YOUR CANCER?'
CSRVDOC1 , 'WHAT TYPE OF DOCTOR PROVIDES MAJORITY OF YOUR CARE'
CSRVINSR , 'DID HEALTH INSURANCE PAY FOR ALL OF YOUR CANCER TREATMENT'
CSRVINST , 'INSTRUCTIONS WRITTEN OR PRINTED'
CSRVPAIN , 'CURRENTLY HAVE PHYSICAL PAIN FROM CANCER OR TREATMENT?'
CSRVRTRN , 'EVER RECEIVE INSTRUCTIONS FROM A DOCTOR FOR FOLLOW-UP CHECK-UPS'
CSRVSUM , 'DID YOU RECEIVE A SUMMARY OF CANCER TREATMENTS RECEIVED'
CSRVTRT3 , 'CURRENTLY RECEIVING TREATMENT FOR CANCER'
CSTATE1 , 'DO YOU CURRENTLY LIVE IN  ____(STATE)____?'
CTELENM1 , 'CORRECT TELEPHONE NUMBER?'
CTELNUM1 , 'CORRECT PHONE NUMBER?'
CVDCRHD4 , 'EVER DIAGNOSED WITH ANGINA OR CORONARY HEART DISEASE'
CVDINFR4 , 'EVER DIAGNOSED WITH HEART ATTACK'
CVDSTRK3 , 'EVER DIAGNOSED WITH A STROKE'
DEAF , 'ARE YOU DEAF OR DO YOU HAVE SERIOUS DIFFICULTY HEARING?'
DECIDE , 'DIFFICULTY CONCENTRATING OR REMEMBERING'
DIABAGE4 , 'AGE WHEN FIRST TOLD YOU HAD DIABETES'
DIABEDU1 , 'WHEN WAS THE LAST TIME YOU TOOK A COURSE OR CLASS IN HOW TO MANAGE YOUR DIABETES?'
DIABETE4 , '(EVER TOLD) YOU HAD DIABETES'
DIABEYE1 , 'WHEN WAS THE LAST TIME A THEY TOOK A PHOTO OF THE BACK OF YOUR EYE?'
DIABTYPE , 'WHAT TYPE OF DIABETES DO YOU HAVE?'
DIFFALON , 'DIFFICULTY DOING ERRANDS ALONE'
DIFFDRES , 'DIFFICULTY DRESSING OR BATHING'
DIFFWALK , 'DIFFICULTY WALKING OR CLIMBING STAIRS'
DISPCODE , 'FINAL DISPOSITION'
DRNK3GE5 , 'BINGE DRINKING'
DRNKANY6 , 'DRINK ANY ALCOHOLIC BEVERAGES IN PAST 30 DAYS'
DRNKDRI2 , 'DID YOU DRIVE AFTER HAVING TOO MUCH TO DRINK IN THE PAST 30 DAYS?'
DROCDY4_ , 'COMPUTED DRINK-OCCASIONS-PER-DAY'
ECIGNOW2 ," 'DO YOU NOW USE E-CIGARETTES, OR VAPING PRODUCTS EVERY DAY, SOME DAYS, OR NOT AT ALL?'"
EDUCA , 'EDUCATION LEVEL'
EMPLOY1 , 'EMPLOYMENT STATUS'
EMTSUPRT , 'HOW OFTEN GET EMOTIONAL SUPPORT NEEDED'
EXERANY2 , 'EXERCISE IN PAST 30 DAYS'
EXERHMM1 ," 'MINUTES OR HOURS WALKING, RUNNING, JOGGING, OR SWIMMING'"
EXERHMM2 ," 'MINUTES OR HOURS WALKING, RUNNING, JOGGING, OR SWIMMING'"
EXEROFT1 ," 'HOW MANY TIMES WALKING, RUNNING, JOGGING, OR SWIMMING'"
EXEROFT2 ," 'HOW MANY TIMES WALKING, RUNNING, JOGGING, OR SWIMMING'"
EXRACT12 , 'TYPE OF PHYSICAL ACTIVITY'
EXRACT22 , 'OTHER TYPE OF PHYSICAL ACTIVITY GIVING MOST EXERCISE DURING PAST MONTH'
EYEEXAM1 , 'LAST EYE EXAM WHERE PUPILS WERE DILATED'
FALL12MN , 'HAD FALL PAST TWELVE MONTHS'
FALLINJ5 , 'INJURED IN FALL OR HAD TO SEE DOCTOR'
FC601_ , 'ESTIMATED FUNCTIONAL CAPACITY'
FEETSORE , 'EVER HAD FEET SORES OR IRRITATIONS LASTING MORE THAN FOUR WEEKS'
FIREARM5 , 'ANY FIREARMS IN HOME'
FIRSTAID , 'FIRST AID FOR HEART ATTACK AND STROKE'
FLSHTMY3 , 'WHEN RECEIVED MOST RECENT SEASONAL FLU SHOT/SPRAY'
FLUSHOT7 , 'ADULT FLU SHOT/SPRAY PAST 12 MOS'
FMONTH , 'FILE MONTH'
FOODSTMP , 'DURING THE PAST 12 MONTHS HAVE YOU RECEIVED FOOD STAMPS'
GENHLTH , 'GENERAL HEALTH'
GUNLOAD , 'ANY FIREARMS LOADED'
HADHYST2 , 'HAD HYSTERECTOMY'
HADMAM , 'HAVE YOU EVER HAD A MAMMOGRAM'
HADSIGM4 , 'EVER HAD SIGMOIDOSCOPY/COLONOSCOPY'
HASYMP1 , 'HEART ATTACK SYMPTOMS - JAW/BACK/NECK PAIN'
HASYMP2 , 'HEART ATTACK SYMPTOMS - WEAK/LIGHT-HEADED/FAINT'
HASYMP3 , 'HEART ATTACK SYMPTOMS - CHEST PAIN/DISCOMFORT'
HASYMP4 , 'HEART ATTACK SYMPTOMS - VISION PROBLEMS'
HASYMP5 , 'HEART ATTACK SYMPTOMS - PAIN OR DISCOMFORT IN ARMS/SHOULDER'
HASYMP6 , 'HEART ATTACK SYMPTOMS - SHORTNESS OF BREATH'
HAVARTH4 , 'TOLD HAVE ARTHRITIS'
HEATTBCO , 'HAVE YOU HEARD OF HEATED TOBACCO PRODUCTS?'
HEIGHT3 , 'REPORTED HEIGHT IN FEET AND INCHES'
HHADULT , 'NUMBER OF ADULTS IN HOUSEHOLD'
HIVTST7 , 'EVER TESTED H.I.V.'
HIVTSTD3 , 'MONTH AND YEAR OF LAST HIV TEST'
HOWLONG , 'HOW LONG SINCE LAST MAMMOGRAM'
HPVADSHT , 'NUMBER OF HPV SHOTS RECEIVED'
HPVADVC4 , 'EVER HAD AN H.P.V. VACCINATION?'
HTIN4 , 'COMPUTED HEIGHT IN INCHES'
HTM4 , 'COMPUTED HEIGHT IN METERS'
IDATE , 'INTERVIEW DATE'
IDAY , 'INTERVIEW DAY'
IMFVPLA4 , 'WHERE DID YOU GET YOUR LAST FLU SHOT/VACCINE?'
IMONTH , 'INTERVIEW MONTH'
INCOME3 , 'INCOME LEVEL'
INDORTAN , 'TIMES USED AN INDOOR TANNING DEVICE'
INSULIN1 , 'NOW TAKING INSULIN'
IYEAR , 'INTERVIEW YEAR'
JOINPAI2 , 'HOW BAD WAS JOINT PAIN'
LADULT1 , 'ARE YOU 18 YEARS OF AGE OR OLDER?'
LANDLINE , 'DO YOU ALSO HAVE A LANDLINE TELEPHONE?'
LANDSEX2 , 'ARE YOU MALE OR FEMALE?'
LASTSIG4 , 'TIME SINCE LAST SIGMOIDOSCOPY/COLONOSCOPY'
LASTSMK2 , 'INTERVAL SINCE LAST SMOKED'
LCSCTSC1 , 'DID YOU HAVE A CT OR CAT SCAN?'
LCSCTWHN , 'WHEN DID YOU HAVE YOUR MOST RECENT CT OR CAT SCAN?'
LCSFIRST , 'HOW OLD WHEN YOU FIRST STARTED SMOKING?'
LCSLAST , 'HOW OLD WHEN YOU LAST SMOKED?'
LCSNUMCG ," 'ON AVERAGE, HOW MANY CIGARETTES DO YOU SMOKE EACH DAY?'"
LCSSCNCR , 'WERE ANY CT OR CAT SCANS DONE TO CHECK FOR LUNG CANCER?'
LMTJOIN3 , 'LIMITED BECAUSE OF JOINT SYMPTOMS'
LNDSXBRT , 'WHAT WAS YOUR SEX AT BIRTH?'
LOADULK2 , 'ANY LOADED FIREARMS ALSO UNLOCKED'
LSATISFY , 'SATISFACTION WITH LIFE'
MARIJAN1 ," 'DURING THE PAST 30 DAYS, ON HOW MANY DAYS DID YOU USE MARIJUANA OR HASHISH?'"
MARITAL , 'MARITAL STATUS'
MARJDAB , 'DID YOU DAB MARIJUANA OR CANNABIS?'
MARJEAT , 'DID YOU EAT MARIJUANA OR CANNABIS?'
MARJOTHR , 'DID YOU USE MARIJUANA OR CANNABIS SOME OTHER WAY?'
MARJSMOK , 'DID YOU SMOKE MARIJUANA OR CANNABIS?'
MARJVAPE , 'DID YOU VAPE MARIJUANA OR CANNABIS?'
MAXDRNKS , 'MOST DRINKS ON SINGLE OCCASION PAST 30 DAYS'
MAXVO21_ , 'ESTIMATED AGE-GENDER SPECIFIC MAXIMUM OXYGEN CONSUMPTION'
MEDCOST1 , 'COULD NOT AFFORD TO SEE DOCTOR'
MENTCIGS , 'DO YOU USUALLY SMOKE MENTHOL CIGARETTES?'
MENTECIG , 'DO YOU USUALLY USE MENTHOL E-CIGARETTES?'
MENTHLTH , 'NUMBER OF DAYS MENTAL HEALTH NOT GOOD'
METVL12_ , 'ACTIVITY MET VALUE FOR FIRST ACTIVITY'
METVL22_ , 'ACTIVITY MET VALUE FOR SECOND ACTIVITY'
MSCODE , 'METROPOLITAN STATUS CODE'
NUMADULT , 'NUMBER OF ADULTS IN HOUSEHOLD'
NUMBURN3 , 'NUMBER OF SUNBURNS IN PAST 12 MONTHS'
NUMHHOL4 , 'HOUSEHOLD LANDLINE TELEPHONES'
NUMPHON4 , 'RESIDENTIAL LANDLINE PHONES'
PA3MIN_ , 'MINUTES OF TOTAL PHYSICAL ACTIVITY PER WEEK'
PA3VIGM_ , 'MINUTES OF TOTAL VIGOROUS PHYSICAL ACTIVITY PER WEEK'
PADUR1_ , 'MINUTES OF FIRST ACTIVITY'
PADUR2_ , 'MINUTES OF SECOND ACTIVITY'
PAFREQ1_ , 'PHYSICAL ACTIVITY FREQUENCY PER WEEK FOR FIRST ACTIVITY'
PAFREQ2_ , 'PHYSICAL ACTIVITY FREQUENCY PER WEEK FOR SECOND ACTIVITY'
PAMIN13_ , 'MINUTES OF PHYSICAL ACTIVITY PER WEEK FOR FIRST ACTIVITY'
PAMIN23_ , 'MINUTES OF PHYSICAL ACTIVITY PER WEEK FOR SECOND ACTIVITY'
PAMISS3_ , 'MISSING PHYSICAL ACTIVITY DATA'
PAVIG13_ , 'MINUTES OF VIGOROUS PHYSICAL ACTIVITY PER WEEK FOR FIRST ACTIVITY'
PAVIG23_ , 'MINUTES OF VIGOROUSPHYSICAL ACTIVITY PER WEEK FOR SECOND ACTIVITY'
PCPSARS2 , 'WHAT WAS THE MAIN REASON YOU HAD THIS PSA TEST?'
PCSTALK2 , 'DID YOU TALK ABOUT THE ADVANTAGES OR DISADVANTAGES OF P.S.A. TEST'
PDIABTS1 , 'WHEN WAS YOUR LAST BLOOD TEST FOR HIGH BLOOD SUGAR?'
PERSDOC3 , 'HAVE PERSONAL HEALTH CARE PROVIDER?'
PHYSHLTH , 'NUMBER OF DAYS PHYSICAL HEALTH NOT GOOD'
PNEUVAC4 , 'PNEUMONIA SHOT EVER'
POORHLTH , 'POOR PHYSICAL OR MENTAL HEALTH'
PREDIAB2 , 'EVER BEEN TOLD YOU HAVE PRE-DIABETES OR BORDERLINE DIABETES'
PREGNANT , 'PREGNANCY STATUS'
PRIMINS1 , 'WHAT IS CURRENT PRIMARY SOURCE OF HEALTH INSURANCE?'
PSASUGS1 , 'WHO FIRST SUGGESTED THIS P.S.A. TEST?'
PSATEST1 , 'EVER HAD PSA TEST'
PSATIME1 , 'TIME SINCE MOST RECENT PSA TEST'
PVTRESD1 , 'PRIVATE RESIDENCE?'
PVTRESD3 , 'DO YOU LIVE IN A PRIVATE RESIDENCE?'
QSTLANG , 'LANGUAGE IDENTIFIER'
QSTVER , 'QUESTIONNAIRE VERSION IDENTIFIER'
RCSGEND1 , 'SEX OF CHILD'
RCSRLTN2 , 'RELATIONSHIP TO CHILD'
RCSXBRTH , 'CHILD´S SEX AT BIRT'
RENTHOM1 , 'OWN OR RENT HOME'
RESPSLC1 , 'RESPONDENT SELECTION'
RRATWRK2 , 'HOW DO YOU FEEL YOU WERE TREATED AT WORK COMPARED TO PEOPLE OF OTHER RACES IN PAST 12 MONTHS?'
RRCLASS3 , 'HOW DO OTHER PEOPLE USUALLY CLASSIFY YOU IN THIS COUNTRY?'
RRCOGNT2 , 'HOW OFTEN DO YOU THINK ABOUT YOUR RACE?'
RRHCARE4 ," 'WHEN SEEKING HEALTH CARE PAST 12 MONTHS, WAS EXPERIENCE WORSE, SAME, BETTER THAN PEOPLE OF OTHER RACES?'"
RRPHYSM2 , 'TIMES PAST 30 DAYS FELT PHYSICAL SYMPTOMS BECAUSE OF TREATMENT DUE TO YOUR RACE'
RRTREAT ," 'WERE YOU TREATED WORSE THAN, THE SAME, OR BETTER THAN PEOPLE OF OTHER RACES?'"
SAFETIME , 'SAFE TIME TO TALK?'
SDHBILLS , 'WERE YOU NOT ABLE TO PAY YOUR BILLS?'
SDHEMPLY , 'HAVE YOU LOST EMPLOYMENT OR HAD HOURS REDUCED?'
SDHFOOD1 ," 'HOW OFTEN DID THE FOOD THAT YOU BOUGHT NOT LAST, AND YOU DIDN’T HAVE MONEY TO GET MORE?'"
SDHSTRE1 , 'HOW OFTEN HAVE YOU FELT THIS KIND OF STRESS?'
SDHTRNSP ," 'HAS A LACK OF RELIABLE TRANSPORTATION KEPT YOU FROM APPOINTMENTS, MEETINGS, WORK, OR GETTING THINGS NEEDED'"
SDHUTILS , 'WERE YOU NOT ABLE TO PAY UTILITY BILLS OR THREATENED TO LOSE SERVICE?'
SDLONELY , 'HOW OFTEN DO YOU FEEL LONELY?'
SDNATES1 , 'HOW LONG SINCE YOU HAD STOOL DNA?'
SEATBELT , 'HOW OFTEN USE SEATBELTS IN CAR?'
SEQNO , 'ANNUAL SEQUENCE NUMBER'
SEXVAR , 'SEX OF RESPONDENT'
SHINGLE2 , 'HAVE YOU EVER HAD THE SHINGLES OR ZOSTER VACCINE?'
SIGMTES1 , 'HOW LONG HAS IT BEEN SINCE YOU HAD SIGMOIDOSCOPY?'
SMALSTOL , 'EVER HAD STOOL TEST?'
SMOKDAY2 , 'FREQUENCY OF DAYS NOW SMOKING'
SMOKE100 , 'SMOKED AT LEAST 100 CIGARETTES'
SOFEMALE , 'SEXUAL ORIENTATION'
SOMALE , 'SEXUAL ORIENTATION'
STATERE1 , 'RESIDENT OF STATE'
STOLTEST , 'HOW LONG SINCE YOU HAD STOOL TEST?'
STOOLDN2 , 'EVER HAD STOOL DNA TEST?'
STOPSMK2 , 'STOPPED SMOKING IN PAST 12 MONTHS'
STRENGTH , 'HOW MANY TIMES DID YOU DO PHYSICAL ACTIVITIES OR EXERCISES TO STRENGTHEN YOUR MUSCLES?'
STRFREQ_ , 'STRENGTH ACTIVITY FREQUENCY PER WEEK'
STRSYMP1 , 'STROKE SYMPTOMS - CONFUSION/TROUBLE SPEAKING'
STRSYMP2 , 'STROKE SYMPTOMS - NUMBNESS OR WEAKNESS OF FACE/ARM/LEG'
STRSYMP3 , 'STROKE SYMPTOMS - VISION PROBLEMS'
STRSYMP4 , 'STROKE SYMPTOMS - CHEST PAIN/DISCOMFORT'
STRSYMP5 , 'STROKE SYMPTOMS - TROUBLE WALKING/DIZZINESS/LOSS OF BALANCE'
STRSYMP6 , 'STROKE SYMPTOMS - SEVERE HEADACHE'
SUNPRTCT , 'HOW OFTEN PROTECT YOURSELF FROM THE SUN'
TETANUS1 , 'RECEIVED TETANUS SHOT SINCE 2005?'
TOLDHI3 , 'EVER TOLD CHOLESTEROL IS HIGH'
TRNSGNDR , 'DO YOU CONSIDER YOURSELF TO BE TRANSGENDER?'
USEMRJN4 ," 'DURING THE PAST 30 DAYS, HOW DID YOU PRIMARILY USE MARIJUANA?'"
USENOW3 , 'USE OF SMOKELESS TOBACCO PRODUCTS'
VCLNTES2 , 'HOW LONG HAS IT BEEN SINCE YOU HAD VIRTUAL COLONOSCOPY?'
VETERAN3 , 'ARE YOU A VETERAN'
VIRCOLO1 , 'HAVE YOU EVER HAD A VIRTUAL COLONOSCOPY?'
WEIGHT2 , 'REPORTED WEIGHT IN POUNDS'
WKDAYOUT , 'HOW OFTEN OUTSIDE ON WEEKDAYS'
WKENDOUT , 'HOW OFTEN OUTSIDE ON WEEKENDS'
WTKG3 , 'COMPUTED WEIGHT IN KILOGRAMS'
_AGE65YR , 'REPORTED AGE IN TWO AGE GROUPS CALCULATED VARIABLE'
_AGE80 , 'IMPUTED AGE VALUE COLLAPSED ABOVE 80'
_AGEG5YR , 'REPORTED AGE IN FIVE-YEAR AGE CATEGORIES CALCULATED VARIABLE'
_AGE_G , 'IMPUTED AGE IN SIX GROUPS'
_AIDTST4 , 'EVER BEEN TESTED FOR HIV CALCULATED VARIABLE'
_ASTHMS1 , 'COMPUTED ASTHMA STATUS'
_BMI5 , 'COMPUTED BODY MASS INDEX'
_BMI5CAT , 'COMPUTED BODY MASS INDEX CATEGORIES'
_CASTHM1 , 'CURRENT ASTHMA CALCULATED VARIABLE'
_CHISPNC ," 'CHILD HISPANIC, LATINO/A, OR SPANISH ORIGIN CALCULATED VARIABLE'"
_CHLDCNT , 'COMPUTED NUMBER OF CHILDREN IN HOUSEHOLD'
_CHOLCH3 , 'CHOLESTEROL CHECKED CALCULATED VARIABLE'
_CLLCPWT , 'FINAL CHILD WEIGHT: LAND-LINE AND CELL-PHONE DATA'
_CRACE1 , 'CHILD NON-HISPANIC RACE INCLUDING MULTIRACIAL'
_CURECI2 , 'CURRENT E-CIGARETTE USER CALCULATED VARIABLE'
_DRDXAR2 , 'RESPONDENTS DIAGNOSED WITH ARTHRITIS'
_DRNKDRV , 'DRINKING AND DRIVING'
_DRNKWK2 , 'COMPUTED NUMBER OF DRINKS OF ALCOHOL BEVERAGES PER WEEK'
_DUALCOR , 'DUAL PHONE USE CORRECTION FACTOR'
_DUALUSE , 'DUAL PHONE USE CATEGORIES'
_EDUCAG , 'COMPUTED LEVEL OF EDUCATION COMPLETED CATEGORIES'
_FLSHOT7 , 'FLU SHOT CALCULATED VARIABLE'
_HCVU653 , 'RESPONDENTS AGED 18-64 WITH HEALTH INSURANCE'
_HISPANC ," 'HISPANIC, LATINO/A, OR SPANISH ORIGIN CALCULATED VARIABLE'"
_HLTHPL1 , 'HAVE ANY HEALTH INSURANCE'
_IMPRACE , 'IMPUTED RACE/ETHNICITY VALUE'
_INCOMG1 , 'COMPUTED INCOME CATEGORIES'
_LLCPWT , 'FINAL WEIGHT: LAND-LINE AND CELL-PHONE DATA'
_LLCPWT2 , 'TRUNCATED DESIGN WEIGHT USED IN ADULT COMBINED LAN  LINE AND CELL PHONE RAKING'
_LTASTH1 , 'LIFETIME ASTHMA CALCULATED VARIABLE'
_MENT14D , 'COMPUTED MENTAL HEALTH STATUS'
_METSTAT , 'METROPOLITAN STATUS'
_MICHD , 'RESPONDENTS THAT HAVE EVER REPORTED HAVING CORONARY HEART DISEASE (CHD) OR MYOCARDIAL INFARCTION (MI)'
_MINAC12 , 'MINUTES OF PHYSICAL ACTIVITY PER WEEK FOR FIRST ACTIVITY'
_MINAC22 , 'MINUTES OF PHYSICAL ACTIVITY PER WEEK FOR SECOND ACTIVITY'
_MRACE1 , 'CALCULATED NON-HISPANIC RACE INCLUDING MULTIRACIAL'
_PA150R4 , '150 MINUTE PHYSICAL ACTIVITY CALCULATED VARIABLE'
_PA30023 , '300 MINUTE PHYSICAL ACTIVITY 2-LEVEL CALCULATED VARIABLE'
_PA300R4 , '300 MINUTE PHYSICAL ACTIVITY CALCULATED VARIABLE'
_PACAT3 , 'PHYSICAL ACTIVITY CATEGORIES'
_PAINDX3 , 'PHYSICAL ACTIVITY INDEX'
_PAREC3 , 'AEROBIC AND STRENGTHENING GUIDELINE'
_PASTAE3 , 'AEROBIC AND STRENGTHENING (2-LEVEL)'
_PASTRNG , 'MUSCLE STRENGTHENING RECOMMENDATION'
_PHYS14D , 'COMPUTED PHYSICAL HEALTH STATUS'
_PNEUMO3 , 'PNEUMONIA VACCINATION CALCULATED VARIABLE'
_PSU , 'PRIMARY SAMPLING UNIT'
_RACE , 'COMPUTED RACE-ETHNICITY GROUPING'
_RACEG21 , 'COMPUTED NON-HISPANIC WHITES/ALL OTHERS RACE CATEGORIES RACE/ETHNIC GROUP CODES USED IN POST-STRATIFICATION.'
_RACEGR3 , 'COMPUTED FIVE LEVEL RACE/ETHNICITY CATEGORY.'
_RACEPRV , 'COMPUTED RACE GROUPS USED FOR INTERNET PREVALENCE TABLES'
_RAWRAKE , 'RAW WEIGHTING FACTOR USED IN RAKING'
_RFBING6 , 'BINGE DRINKING CALCULATED VARIABLE'
_RFBMI5 , 'OVERWEIGHT OR OBESE CALCULATED VARIABLE'
_RFCHOL3 , 'HIGH CHOLESTEROL CALCULATED VARIABLE'
_RFDRHV8 , 'HEAVY ALCOHOL CONSUMPTION  CALCULATED VARIABLE'
_RFHLTH , 'ADULTS WITH GOOD OR BETTER HEALTH'
_RFHYPE6 , 'HIGH BLOOD PRESSURE CALCULATED VARIABLE'
_RFSEAT2 , 'ALWAYS OR NEARLY ALWAYS WEAR SEAT BELTS'
_RFSEAT3 , 'ALWAYS WEAR SEAT BELTS'
_RFSMOK3 , 'CURRENT SMOKING CALCULATED VARIABLE'
_SEX , 'CALCULATED SEX VARIABLE'
